,id,text,aspect,polarity
2028,3689, we could only get through an appetizer and cheese fondue .,anecdotes/miscellaneous,neutral
2029,1379," to me it exemplifies soho , cute , artsy , interesting .",ambience,positive
2030,2142," try everything for that matter , it is all good .",food,positive
2031,3472, both times we waited well over a half hour for a table ( even though we had reservations ) .,service,negative
2032,2372, happy to be a regular at this place and would warmly recommend it to anyone .,anecdotes/miscellaneous,positive
2033,3561, i 've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants .,anecdotes/miscellaneous,positive
2034,3561, i 've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants .,anecdotes/miscellaneous,positive
2035,16," night without a reservation , we had to wait at the bar for a little while , but the manager was so nice and made our wait a great experience .",service,positive
2036,2253, try the green curry ! ! !,food,positive
2037,3425, we had the scallops as an appetizer and they were delicious and the sauce was wonderful .,food,positive
2038,2698, we were also seated promptly at the time of our reservation and the service was very quick and professional .,service,positive
2039,2496," you rarely have to wait for a seat and the currys ( Asama , green , red ) are full of flavor and come super spicy if you ask for it .",food,positive
2040,2496," you rarely have to wait for a seat and the currys ( Asama , green , red ) are full of flavor and come super spicy if you ask for it .",service,positive
2041,124, the food there are satisfying .,food,positive
2042,2600, i highly recommend to anyone to give this place a try .,anecdotes/miscellaneous,positive
2043,630, i highly recommend visiting this restaurant and having dinner and drinks !,anecdotes/miscellaneous,positive
2044,630, i highly recommend visiting this restaurant and having dinner and drinks !,food,positive
2045,267, the bar is very well stocked with interesting beers and well priced wines .,food,positive
2046,1804, i agree .,anecdotes/miscellaneous,neutral
2047,2657," last memorial day , i tried to make reservations but was told they were closed that weekend ( interesting , but ... ) .",anecdotes/miscellaneous,negative
2048,2657," last memorial day , i tried to make reservations but was told they were closed that weekend ( interesting , but ... ) .",service,negative
2049,920, the food was good .,food,positive
2050,2976," great wine selection , gigondas is worth the price , and the house champagne is a great value .",food,positive
2051,2408," at night , but it 's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous .",ambience,negative
2052,2237, it just was n't thai .,anecdotes/miscellaneous,negative
2053,304, i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way .,food,positive
2054,304, i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way .,anecdotes/miscellaneous,positive
2055,3225, i particularly love their yellow fun tuna and their mussel selection .,food,positive
2056,3154, i love to visit murrays for my bagel fix .,anecdotes/miscellaneous,positive
2057,2348," we made early dinner reservations and were thoroughly impressed , reminds me of my grandfather , its old school italian scenery with lots of fun stuff to admire .",ambience,positive
2058,2971, recommended .,anecdotes/miscellaneous,positive
2059,921, the place was nice and calm .,ambience,positive
2060,532, cheese plate is a varied delight and great bargain at $ 10 .,food,positive
2061,532, cheese plate is a varied delight and great bargain at $ 10 .,price,positive
2062,1972, i could have drank 4 glasses of water and still been parched - so watch out .,food,negative
2063,553," when we sat , we got great and fast service .",service,positive
2064,1681," most of the servers are very attentive , friendly and quite attractive .",service,positive
2065,2586, i think locals rate this place so high .,anecdotes/miscellaneous,neutral
2066,1734, service is average .,service,neutral
2067,2558, but they 've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the godmother pizza ( a sort of traditional flat pizza with an olive oil brushed crust and less tomato sauce than usual ) .,food,positive
2068,1522, go girls ! ! !,anecdotes/miscellaneous,positive
2069,3683," they forgot a sandwich , did n't include plastic forks , and did n't include pita with the hummus platter .",service,negative
2070,2715," the steak is good , the fish is good and the sushi was surprisingly great .",food,positive
2071,760," for asian fusion , there are many places further downtown .",anecdotes/miscellaneous,neutral
2072,120, old school meets new world .,anecdotes/miscellaneous,neutral
2073,2295, i am reluctant to write because i would not want my jem of a pizza place to become overcrowded .,anecdotes/miscellaneous,positive
2074,3513," the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald 's than this joint .",service,negative
2075,3513," the service was poor , restaurant poorly lit , staff not very attentive and i would have rather eaten at a mcdonald 's than this joint .",ambience,negative
2076,2880, this is probably one of my new favorite places .,anecdotes/miscellaneous,positive
2077,2034," for being number 1 , this place has alot of work to do in order to truly earn its so called reputation .",anecdotes/miscellaneous,negative
2078,3299," for myself and family we would only go here to celebrate an occassion , i do prefer smaller , quite restaurants .",anecdotes/miscellaneous,neutral
